title,author,imageURL,genre,noOfPages,publicationDate,rating,noOfPeopleRated,description,bookID
Advanced Oracle DBMS Packages: The Definitive Reference,Paulo Portugal,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328775089i/13198415.jpg,DBMS,"586 pages, Paperback","First published September 30, 2011",3.5,4,"Oracle continues to implement amazing programs to aid the Oracle DBA. This book shows how powerful Oracle utilities are encapsulated into special DBMS packages. Properly used, these DBMS packages can aid the DBA in every aspect of their job. Specifically, DBMS packages provide the underlying foundation for many of the Oracle Enterprise Manager (OEM) screens; therefore, a skilled DBA with in-depth knowledge of DBMS packages can learn to write and apply sophisticated scripts to replicate the online functionality in a batch mode. Knowing when and how to use DBMS packages is key to a DBA’s success in administering and monitoring their database. This book contains insider information on how to determine which Oracle packages are best to use in real world situations. The examples supplied in this book will be a powerful tool for any experienced DBA or developer interested in escaping from a reliance on queries or a GUI interface. The detail given in this book is unlike any others on the market today. This book is not for beginners. These are powerful utilities to be used only by experienced DBAs and developers who need to perform powerful system-wide operating system internal operations on their Oracle databases.",232
SQL Solutions for IBM DBMS,Bruce L. Larson,https://d15be2nos83ntc.cloudfront.net/images/no-cover.png,DBMS,"553 pages, Hardcover","First published August 1, 1990",4.25,8,unknown,233
Oracle Job Scheduling: Creating Robust Task Management With Dbms_job And Oracle 10g Dbms_scheduler,Timothy S. Hall,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328861538i/6788019.jpg,DBMS,"280 pages, Paperback","First published April 28, 2004",0.0,0,"Targeted at Oracle professionals who need fast and accurate working examples of complex issues, Oracle In-focus books target specific areas of Oracle technology in a concise manner. Plenty of working code is provided without a lot of theory, allowing database managers to solve their problems quickly without reviewing data that they already know. All code scripts are available for instant download from a companion web site.",234
"DBMS Complete Practical Approach [Jun 30, 2006] Maheshwari, Sharad",Sharad Maheshwari,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1445461464i/6274861.jpg,DBMS,"656 pages, Paperback","First published June 30, 2006",3.82,17,"Digital Management System - Complete Practical Approach provides a complete guide to the practical implementations of DBMS concepts including SQL, Oracle, Oracle Administration and PL/SQL development. This book assumes no prior knowledge of the reader on the subject. It is very useful for B.E., B.Tech, BCA, PGDCA,PGDIT, MCA, B.Sc.(CSE/IT), M.Sc.(CSE/IT)M.I.T.,MBA , and M.Tech curriculum of all universities, computer institutes and DOEACC students of O, A & B levels. This book is also very useful for campus interviews and competitive examinations, which require extensive Oracle, SQL or DBMS practical knowledege. A large number of examples, practical questions, objective questions, FAQs are available in this book, which are very useful in universities and job-oriented examinations of various reputed companies. This book covers the following topics in Foundation of Computers, Introduction to SQL, SQL Commands, SQL Functions, Relations, Various type of SQL queries, PL/SQL Cursors, Triggers, Procedure, Package, Customized Functions, Collections, DBA commands etc. About The Sharad Maheshwari has completed his M.Sc. (Comp. Sc.), Masters in Information Technology and is now pursuing M.Tech. He has more than four years of experience in the fields of Information Technology and Academics. He has an excellent track record of having worked at eminent institutions in Noida and Greater Noida where he has taught B.Tech, MCA, BCAM courses like 'C' Language, Visual Basic, Oracle, HTML, Web Technology, DBMS, Information Systems, E-Commerce, Java, Foundations of Information Technology etc. Presenlty, he is employed as Lecturer in Computer Science Department at an eminent engineering institute in Greater Noida. Ruchin Jain has completed his M.C.A. and is pursuing M.Tech. He has more than five years of experience in the field of IT industry and Academics. He has an excellent track record of having worked at eminent companies like HCL Infosystems and ASAP Solutions",235
Secret Oracle - Unleashing the Full Potential of the Oracle DBMS by Leveraging Undocumented Features,Norbert Debes,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348360056i/5432955.jpg,DBMS,"404 pages, Paperback","First published March 23, 2008",4.0,2,"Secret ORACLE is the definitive guide to undocumented and partially documented features of the ORACLE database server. This book will improve your efficiency as an ORACLE database administrator and enable you to master more difficult administrative, tuning, and troubleshooting tasks than you ever thought possible. Topics covered The MERITS performance optimization method, which extends the state-of-the-art wait event tuning paradigm. Controlling processes of an ORACLE instance with the fragmentarily documented ORADEBUG command to trace SQL statements as well as wait events and dump process state, call stack, and hang analysis information. Tracing the cost based optimizer to understand its cost calculations and decisions. Understanding hidden parameters that govern Automatic PGA Memory Management. Leveraging undocumented features of the Oracle10g/11g scheduler and other partially or fully undocumented PL/SQL packages, such as DBMS_SYSTEM, DBMS_SUPPORT, and DBMS_UTILITY.",236
Clipper 5.2: A Developer's Guide,Joseph D. Booth,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1697768625i/4130402.jpg,DBMS,"1245 pages, Hardcover","First published July 1, 1993",0.0,0,"Thoroughly revised and updated to encompass all Clipper 5.2 changes, additions, and upgrades, this new guide for intermediate and advanced users covers enhancements to the GET and TBROWSE object classes, new RDD capabilities, and other advanced features. Original.",237
Database Internals: A deep-dive into how distributed data systems work,Alex Petrov,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1677429379i/44647144.jpg,DBMS,"376 pages, Paperback","Published November 4, 2019",4.26,391,"When it comes to choosing, using, and maintaining a database, understanding its internals is essential. But with so many distributed databases and tools available today, it’s often difficult to understand what each one offers and how they differ. With this practical guide, Alex Petrov guides developers through the concepts behind modern database and storage engine internals.
Throughout the book, you’ll explore relevant material gleaned from numerous books, papers, blog posts, and the source code of several open source databases. These resources are listed at the end of parts one and two. You’ll discover that the most significant distinctions among many modern databases reside in subsystems that determine how storage is organized and how data is distributed.
This book examines:
Storage engines: Explore storage classification and taxonomy, and dive into B-Tree-based and immutable log structured storage engines, with differences and use-cases for each
Distributed systems: Learn step-by-step how nodes and processes connect and build complex communication patterns, from UDP to reliable consensus protocols
Database clusters: Discover how to achieve consistent models for replicated data",238
"Database Systems: Design, Implementation, and Management",Peter Rob,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266485710i/161299.jpg,DBMS,"696 pages, Hardcover","Published January 27, 2006",3.57,456,"Database Systems: Design, Implementation, and Management, Seventh Edition is one of the most comprehensive database textbooks available. The proven success of database design treatment is sustained and further improved in this revision. The proven Parts organizations streamline the chapter coverage, so it is an ideal choice for your classroom. Each Part opens with a new business vignette, which provides real world examples to engage your students. The new edition includes updates in every chapter as well as added exercises and cases. There are new chapters such as Advanced Modeling Concepts, Database Performance Tuning and Query Optimization, and Database Connectivity and Web Development. In the seventh edition you will find examples of database usage, which highlights eBAY for compelling context. In our new Query Optimization chapter, we cover database performance tuning concepts, index selectivity and SQL coding practices. There is added EERD coverage such as clusters and subtype discriminator attributes. With the authors' strong writing style and outstanding balance of theory and practice, this is just a small sampling of the improvements we have made to the new edition of Database Systems: Design, Implementation, and Management by Peter Rob and Carlos Coronel.",239
"High Performance MySQL: Optimization, Backups, and Replication",Baron Schwartz,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442471833i/18759121.jpg,DBMS,"1432 pages, Kindle Edition","First published June 18, 2008",4.38,229,"How can you bring out MySQL’s full power? With High Performance MySQL, you’ll learn advanced techniques for everything from designing schemas, indexes, and queries to tuning your MySQL server, operating system, and hardware to their fullest potential. This guide also teaches you safe and practical ways to scale applications through replication, load balancing, high availability, and failover.
Updated to reflect recent advances in MySQL and InnoDB performance, features, and tools, this third edition not only offers specific examples of how MySQL works, it also teaches you why this system works as it does, with illustrative stories and case studies that demonstrate MySQL’s principles in action. With this book, you’ll learn how to think in MySQL.
Learn the effects of new features in MySQL 5.5, including stored procedures, partitioned databases, triggers, and viewsImplement improvements in replication, high availability, and clusteringAchieve high performance when running MySQL in the cloudOptimize advanced querying features, such as full-text searchesTake advantage of modern multi-core CPUs and solid-state disksExplore backup and recovery strategies—including new tools for hot online backups",240
The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349066787i/9778945.jpg,Internet Of Things,"280 pages, Paperback","First published June 7, 2010",3.89,29797,"“Is Google making us stupid?” When Nicholas Carr posed that question, in a celebrated
Atlantic Monthly
cover story, he tapped into a well of anxiety about how the Internet is changing us. He also crystallized one of the most important debates of our time: As we enjoy the Net’s bounties, are we sacrificing our ability to read and think deeply?
Now, Carr expands his argument into the most compelling exploration of the Internet’s intellectual and cultural consequences yet published. As he describes how human thought has been shaped through the centuries by “tools of the mind”—from the alphabet to maps, to the printing press, the clock, and the computer—Carr interweaves a fascinating account of recent discoveries in neuroscience by such pioneers as Michael Merzenich and Eric Kandel. Our brains, the historical and scientific evidence reveals, change in response to our experiences. The technologies we use to find, store, and share information can literally reroute our neural pathways.
Building on the insights of thinkers from Plato to McLuhan, Carr makes a convincing case that every information technology carries an intellectual ethic—a set of assumptions about the nature of knowledge and intelligence. He explains how the printed book served to focus our attention, promoting deep and creative thought. In stark contrast, the Internet encourages the rapid, distracted sampling of small bits of information from many sources. Its ethic is that of the industrialist, an ethic of speed and efficiency, of optimized production and consumption—and now the Net is remaking us in its own image. We are becoming ever more adept at scanning and skimming, but what we are losing is our capacity for concentration, contemplation, and reflection.
Part intellectual history, part popular science, and part cultural criticism,
The Shallows
sparkles with memorable vignettes—Friedrich Nietzsche wrestling with a typewriter, Sigmund Freud dissecting the brains of sea creatures, Nathaniel Hawthorne contemplating the thunderous approach of a steam locomotive—even as it plumbs profound questions about the state of our modern psyche. This is a book that will forever alter the way we think about media and our minds.",241
The Soul Snatchers,Richard Sanford,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1547166824i/43519942.jpg,Internet Of Things,ebook,"Published January 4, 2019",4.4,10,"Tzaro Janssen, a seismologist in a next-gen lab in the San Juan Islands, witnesses a meltdown. His girlfriend Therica has become… not herself. Stories like hers are lighting up media around the globe—psychotic breaks, social isolation, explosive violence. And no known cause.
A chilling discovery on Therica’s phablet fractures the world Tzaro knows and propels him into a strange, altered one. At the center is Therica’s obsession, the mega networking platform Wundrus.
With the fates of Therica, his son Derek, and billions of the socially interconnected in the balance, Tzaro and the rag-tag team who join him—Calvin Carmody the professor of ancient languages, Svetla the Bulgarian Guber driver, Wes the old-school programmer, and hardheaded Morgan, rebel with a cause—plunge into a race against madness.
In a future world not so distant, in a cyber cell in the shadowy foothills, the soul snatchers are watching, and waiting.",242
"Technological Slavery: The collected writings of Theodore J. Kaczynski, a.k.a. ""The Unabomber""",Theodore J. Kaczynski,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328694485i/8836186.jpg,Internet Of Things,"431 pages, Kindle Edition","First published January 1, 2010",4.15,1126,"The ideas and views expressed by Kaczynski before and after his capture raise crucial issues concerning the evolution and future of our society. For the first time, the reader will have access to an uncensored personal account of his anti-technology philosophy, which goes far beyond Unabomber pop culture mythology. Feral House does not support or justify Kaczynski's crimes, nor does the author receive royalties or compensation for this book. It is this publisher's mission, as well as a foundation of the First Amendment, to allow the reader the ability to discern the value of any document.",243
Technopoly: The Surrender of Culture to Technology,Neil Postman,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388365812i/79678.jpg,Internet Of Things,"222 pages, Paperback","First published January 1, 1992",3.94,4465,"A witty, often terrifying that chronicles our transformation into a society that is shaped by technology—from the acclaimed author of Amusing Ourselves to Death.
""A provocative book ... A tool for fighting back against the tools that run our lives."" — Dallas Morning News
The story of our society's transformation into a Technopoly: a society that no longer merely uses technology as a support system but instead is shaped by it—with radical consequences for the meanings of politics, art, education, intelligence, and truth.",244
"The Circle
            
            #1
           


           The Circle",Dave Eggers,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1376419833i/18302455.jpg,Internet Of Things,"493 pages, Hardcover","First published October 8, 2013",3.43,216715,"alternate cover for ISBN
9780385351393
When Mae Holland is hired to work for the Circle, the world’s most powerful internet company, she feels she’s been given the opportunity of a lifetime. The Circle, run out of a sprawling California campus, links users’ personal emails, social media, banking, and purchasing with their universal operating system, resulting in one online identity and a new age of civility and transparency.
As Mae tours the open-plan office spaces, the towering glass dining facilities, the cozy dorms for those who spend nights at work, she is thrilled with the company’s modernity and activity. There are parties that last through the night, there are famous musicians playing on the lawn, there are athletic activities and clubs and brunches, and even an aquarium of rare fish retrieved from the Marianas Trench by the CEO.
Mae can’t believe her luck, her great fortune to work for the most influential company in the world—even as life beyond the campus grows distant, even as a strange encounter with a colleague leaves her shaken, even as her role at the Circle becomes increasingly public.
What begins as the captivating story of one woman’s ambition and idealism soon becomes a heart-racing novel of suspense, raising questions about memory, history, privacy, democracy, and the limits of human knowledge.",245
World Without Mind: The Existential Threat of Big Tech,Franklin Foer,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1498805972i/34274961.jpg,Internet Of Things,"272 pages, Hardcover","First published September 12, 2017",3.63,2178,"Franklin Foer reveals the existential threat posed by big tech, and in his brilliant polemic gives us the toolkit to fight their pervasive influence.
Over the past few decades there has been a revolution in terms of who controls knowledge and information. This rapid change has imperiled the way we think. Without pausing to consider the cost, the world has rushed to embrace the products and services of four titanic corporations. We shop with Amazon; socialize on Facebook; turn to Apple for entertainment; and rely on Google for information. These firms sell their efficiency and purport to make the world a better place, but what they have done instead is to enable an intoxicating level of daily convenience. As these companies have expanded, marketing themselves as champions of individuality and pluralism, their algorithms have pressed us into conformity and laid waste to privacy. They have produced an unstable and narrow culture of misinformation, and put us on a path to a world without private contemplation, autonomous thought, or solitary introspection--a world without mind. In order to restore our inner lives, we must avoid being coopted by these gigantic companies, and understand the ideas that underpin their success.
Elegantly tracing the intellectual history of computer science--from Descartes and the enlightenment to Alan Turing to Stuart Brand and the hippie origins of today's Silicon Valley--Foer exposes the dark underpinnings of our most idealistic dreams for technology. The corporate ambitions of Google, Facebook, Apple, and Amazon, he argues, are trampling longstanding liberal values, especially intellectual property and privacy. This is a nascent stage in the total automation and homogenization of social, political, and intellectual life. By reclaiming our private authority over how we intellectually engage with the world, we have the power to stem the tide.
At stake is nothing less than who we are, and what we will become. There have been monopolists in the past but today's corporate giants have far more nefarious aims. They're monopolists who want access to every facet of our identities and influence over every corner of our decision-making. Until now few have grasped the sheer scale of the threat. Foer explains not just the looming existential crisis but the imperative of resistance.",246
Brotopia: Breaking Up the Boys' Club of Silicon Valley,Emily  Chang,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1621326555i/36288143.jpg,Internet Of Things,"335 pages, Kindle Edition","First published February 6, 2018",4.01,6561,"For women in tech, Silicon Valley is not a fantasyland where millions of dollars grow on trees. It's a ""Brotopia,"" where men hold all the cards and make all the rules. Vastly outnumbered, women face toxic workplaces rife with discrimination and sexual harassment, where investors take meetings in hot tubs and network at sex parties.
In this powerful exposé, Bloomberg TV journalist Emily Chang reveals how Silicon Valley got so sexist despite its utopian ideals, why bro culture endures despite decades of companies claiming the moral high ground (Don't Be Evil! Connect the World!)--and how women are finally starting to speak out and fight back.
Drawing on her deep network of Silicon Valley insiders, Chang opens the boardroom doors of male-dominated venture capital firms like Kleiner Perkins, the subject of Ellen Pao's high-profile gender discrimination lawsuit, and Sequoia, where a partner once famously said they ""won't lower their standards"" just to hire women. Interviews with Facebook COO Sheryl Sandberg, YouTube CEO Susan Wojcicki, and former Yahoo! CEO Marissa Mayer--who got their start at Google, where just one in five engineers is a woman--reveal just how hard it is to crack the Silicon Ceiling. And Chang shows how women such as former Uber engineer Susan Fowler, entrepreneur Niniane Wang, and game developer Brianna Wu, have risked their careers and sometimes their lives to pave a way for other women.
Silicon Valley's aggressive, misogynistic, work-at-all costs culture has shut women out of the greatest wealth creation in the history of the world. It's time to break up the boys' club. Emily Chang shows us how to fix this toxic culture--to bring down Brotopia, once and for all.",247
Hello World: Being Human in the Age of Algorithms,Hannah Fry,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1552089128i/43726517.jpg,Internet Of Things,"256 pages, Paperback","First published September 1, 2018",4.12,10342,"Shortlisted for the 2018 Baillie Gifford Prize and the 2018 Royal Society Investment Science Book Prize
""A beautifully accessible guide.…One of the best books yet written on data and algorithms."" ― Times (UK) When it comes to artificial intelligence, we either hear of a paradise on earth or of our imminent extinction. It’s time we stand face-to-digital-face with the true powers and limitations of the algorithms that already automate important decisions in healthcare, transportation, crime, and commerce. Hello World is indispensable preparation for the moral quandaries of a world run by code, and with the unfailingly entertaining Hannah Fry as our guide, we’ll be discussing these issues long after the last page is turned.",248
Digital HR Strategy: Achieving Sustainable Transformation in the Digital Age,Soumyasanto Sen,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1587362789i/53214065.jpg,Internet Of Things,Kindle Edition,"Published February 3, 2020",4.0,7,"We are living in an uncertain world that is rapidly changing with an overload of information and a continual rise of technologies. Automation, the gig economy, digital platforms and other innovations are changing the fundamental nature of work and are having a significant impact on the workforce, workplace and the HR function. Digital HR Strategy is crucial reading for all HR practitioners and leaders wanting to ensure that their organization adapts to this changing and increasingly competitive environment by creating a strategic approach for sustainable transformation which goes beyond conventional digital HR propositions. Featuring case studies from organizations including Airbnb and PepsiCo, it covers areas such as the importance of cultural change and creating a human-centric employee experience, leveraging value propositions, and harnessing data insights and analytics to improve performance. Digital HR Strategy also explores frameworks, strategies and opportunities for wellbeing initiatives, upskilling and reskilling workforces to respond to and establishing a culture of collaboration and innovation. Featuring tips, tools, and key questions to consider, it is an indispensable resource for all HR practitioners and leaders looking to build, develop and execute a digital HR strategy in order to achieve and sustain competitive advantage in this fast-changing digital age.",249
Digital Transformation Is Not Digital,Juan Pablo  Rozas,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1608560125i/56358991.jpg,Internet Of Things,"231 pages, Paperback","Published July 23, 2020",4.21,14,"TOTAL DIGITAL TRANSFORMATION
Just implementing technology alone does not produce a digital transformation. Changing an organization by taking advantage of the potential of technologies do.
To transform organizations, their business models and processes must be redesigned as well as the products and services delivered to customers. To do so, it is key to align people, processes and technologies.We have to change the culture of our organization to implement a Digital Mindset.What is the Digital Transformation? The shortest and most precise definition for me is that: The Digital Transformations reinventing our business, to improve our customers' experience using information technologies.
Where do I start? There can be many ways to improve the experience for our customers and they are always based on solving problems to become more competitive. We can, among others, improve the service to our customers:
- Generating new experiences
- Saving you time
- Improve operational efficiency to deliver the product or service faster
Any one of them is important and will have an impact on customer service. Who should lead the digital transformation? All members of the company, as it is necessary to boost the culture of innovation within the organization and improve internal collaboration:
- Generate new sources of income
- The ability to respond quickly to changes in the market
- Create a competitive advantage for the organization
Technology acts as an enabler of digital transformation, helping companies to be more agile, responsive and able to evaluate and learn. But the ""technology only"" approach neglects the major cultural changes needed to ensure ongoing transformation efforts.",250
Privacy is Power: Why and How You Should Take Back Control of Your Data,Carissa Véliz,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1595822090i/51781479.jpg,Internet Of Things,"224 pages, Hardcover","First published January 1, 2020",4.03,941,"As the data economy grows in power, Carissa Véliz exposes how our privacy is eroded by big tech and governments, why that matters and what we can do about it. The moment you check your phone in the morning you are giving away your data. Before you’ve even switched off your alarm, a whole host of organisations have been alerted to when you woke up, where you slept, and with whom. As you check the weather, scroll through your ‘suggested friends’ on Facebook, you continually compromise your privacy. Without your permission, or even your awareness, tech companies are harvesting your information, your location, your likes, your habits, and sharing it amongst themselves. They're not just selling your data. They’re selling the power to influence you. Even when you’ve explicitly asked them not to. And it's not just you. It's all your contacts too. Digital technology is stealing our personal data and with it our power to make free choices. To reclaim that power and democracy, we must protect our privacy. What can we do? So much is at stake. Our phones, our TVs, even our washing machines are spies in our own homes. We need new regulation. We need to pressure policy-makers for red lines on the data economy. And we need to stop sharing and to adopt privacy-friendly alternatives to Google, Facebook and other online platforms. Short, terrifying, Privacy is Power highlights the implications of our laid-back attitude to data and sets out how we can take back control. If you liked The Age of Surveillance Capitalism , you’ll love Privacy is Power because it provides a philosophical perspective on the politics of privacy, and it offers a very practical outlook, both for policymakers and ordinary citizens.",251
Digital Madness: How Social Media Is Driving Our Mental Health Crisis--and How to Restore Our Sanity,Nicholas Kardaras,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1655752187i/59808328.jpg,Internet Of Things,"288 pages, Hardcover","Published September 13, 2022",3.56,266,"From the author of the provocative and influential Glow Kids , Digital Madness explores how we’ve become mad for our devices as our devices are driving us mad, as revolutionary research reveals technology's damaging effect on mental illness and suicide rates―and offers a way out.
Dr. Nicholas Kardaras is at the forefront of psychologists sounding the alarm about the impact of excessive technology on younger brains. In Glow Kids , he described what screen time does to children, calling it “digital heroin”. Now, in Digital Madness , Dr. Kardaras turns his attention to our teens and young adults and looks at the mental health impact of tech addiction and corrosive social media.
In Digital Madness , Dr. Kardaras answers the question of why young people’s mental health is deteriorating as we become a more technologically advanced society. While enthralled with shiny devices and immersed in Instagram, TikTok, Twitter, Facebook and Snapchat, our young people are struggling with record rates of depression, loneliness, anxiety, overdoses and suicide. What’s driving this mental health epidemic? Our immersion in toxic social media has created polarizing extremes of emotion and addictive dependency, while also acting as a toxic ""digital social contagion”, spreading a variety of psychiatric disorders.
The algorithm-fueled polarity of social media also shapes the brain's architecture into inherently pathological and reactive ""black and white"" thinking―toxic for politics and society, but also symptomatic of several mental disorders. Digital Madness also examines how the profit-driven titans of Big Tech have created our unhealthy tech-dependent sedentary, screen-staring, addicted, depressed, isolated and empty―all in the pursuit of increased engagement, data mining and monetization.
But there is a solution. Dr. Kardaras offers a path out of our crisis, using examples from classical philosophy that encourage resilience, critical thinking and the pursuit of sanity-sustaining purpose in people’s lives. Digital Madness is a crucial book for parents, educators, therapists, public health professionals, and policymakers who are searching for ways to restore our young people’s mental and physical health.",252
"Big Tech in Finance: How To Prevail In the Age of Blockchain, Digital Currencies and Web3",Igor Pejic,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1676434462i/119880829.jpg,Internet Of Things,"296 pages, Kindle Edition","Published May 3, 2023",4.0,2,"With Big Tech's breakthrough into finance with blockchain, it is imperative that finance players understand the ramifications and how they can defend their competitive advantage.
Big Tech in Finance
provides a cutting edge look at Big Tech's play for domination of the crypto economy, its ramifications and how finance is fighting back. The book analyses the motives behind Big Tech's break into banking and unpicks the strategies behind the use of blockchain, technology interfaces, infrastructure and investments into blockchain unicorns. The book then goes onto review how organizations in finance are countering these threats, with governments and banks driving their own strategies and use of centralized blockchains. Delving into the fight between Big Tech, Big Banking, start-ups, and regulators,
Big Tech in Finance
analyzes which actors have the best shot at succeeding. It explores the key tools in play, such as smart contracts, digital central bank currencies, decentralized autonomous organizations (DAOs) and the metaverse. The book also divulges the geopolitical dimensions underpinning the power struggle and its implications for the industry. Written by an internationally recognized expert on blockchain, the book draws on in-depth interviews with founders, investors, regulators, bankers and blockchain experts to provide valuable insider insights. This will be an essential read for finance and fintech professionals, bankers and investors and anyone else interested in the developments of fintech.",253
The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1521733914i/26195941.jpg,Internet Of Things,"691 pages, Hardcover","First published October 4, 2018",4.06,11077,"The challenges to humanity posed by the digital future, the first detailed examination of the unprecedented form of power called ""surveillance capitalism,"" and the quest by powerful corporations to predict and control our behavior.
In this masterwork of original thinking and research, Shoshana Zuboff provides startling insights into the phenomenon that she has named surveillance capitalism. The stakes could not be higher: a global architecture of behavior modification threatens human nature in the twenty-first century just as industrial capitalism disfigured the natural world in the twentieth.
Zuboff vividly brings to life the consequences as surveillance capitalism advances from Silicon Valley into every economic sector. Vast wealth and power are accumulated in ominous new ""behavioral futures markets,"" where predictions about our behavior are bought and sold, and the production of goods and services is subordinated to a new ""means of behavioral modification.""
The threat has shifted from a totalitarian Big Brother state to a ubiquitous digital architecture: a ""Big Other"" operating in the interests of surveillance capital. Here is the crucible of an unprecedented form of power marked by extreme concentrations of knowledge and free from democratic oversight. Zuboff's comprehensive and moving analysis lays bare the threats to twenty-first century society: a controlled ""hive"" of total connection that seduces with promises of total certainty for maximum profit--at the expense of democracy, freedom, and our human future.
With little resistance from law or society, surveillance capitalism is on the verge of dominating the social order and shaping the digital future--if we let it.
Table of contents
INTRODUCTION
1. Home or exile in the digital future
I. THE FOUNDATIONS OF SURVEILLANCE CAPITALISM
2. August 9, 2011: Setting the stage for Surveillance Capitalism
3. The discovery of behavioral surplus
4. The moat around the castle
5. The elaboration of Surveillance Capitalism: Kidnap, corner, compete
6. Hijacked: The division of learning in society
II. THE ADVANCE OF SURVEILLANCE CAPITALISM
7. The reality business
8. Rendition: From experience to data
9. Rendition from the depths
10. Make them dance
11. The right to the future tense
III. INSTRUMENTARIAN POWER FOR A THIRD MODERNITY
12. Two species of power
13. Big Other and the rise of instrumentarian power
14. A utopia of certainty
15, The instrumentarian collective
16. Of life in the hive
17. The right to sanctuary
CONCLUSION
18. A coup from above
Acknowledgements
About the author
Detailed table of contents
Notes
Index",254
The Technological Society,Jacques Ellul,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439288270i/274827.jpg,Internet Of Things,"449 pages, Mass Market Paperback","First published January 1, 1954",4.3,1045,"As insightful and wise today as it was when originally published in 1954, Jacques Ellul's The Technological Society has become a classic in its field, laying the groundwork for all other studies of technology and society that have followed.
Ellul offers a penetrating analysis of our technological civilization, showing how technology-which began innocuously enough as a servant of humankind-threatens to overthrow humanity itself in its ongoing creation of an environment that meets its own ends. No conversation about the dangers of technology and its unavoidable effects on society can begin without a careful reading of this book.
""A magnificent book . . . He goes through one human activity after another and shows how it has been technicized, rendered efficient, and diminished in the process.""-Harper's
""One of the most important books of the second half of the twentieth-century. In it, Jacques Ellul convincingly demonstrates that technology, which we continue to conceptualize as the servant of man, will overthrow everything that prevents the internal logic of its development, including humanity itself-unless we take necessary steps to move human society out of the environment that 'technique' is creating to meet its own needs.""-The Nation
""A description of the way in which technology has become completely autonomous and is in the process of taking over the traditional values of every society without exception, subverting and suppressing these values to produce at last a monolithic world culture in which all non-technological difference and variety are mere appearance.""-Los Angeles Free Press",255
The Dead Past,Isaac Asimov,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1527518628i/17875715.jpg,Internet Of Things,"60 pages, Paperback","First published January 1, 1956",4.19,359,"""The Dead Past"" is a science fiction short story by Isaac Asimov, first published in the April 1956 issue of Astounding Science Fiction. It was later collected in Earth Is Room Enough (1957) and The Best of Isaac Asimov (1973), and adapted into an episode of the science-fiction television series Out of the Unknown. Its pattern is that of dystopian fiction, but of a subtly nuanced flavour. It is considered by some people to be one of his best short stories",256
Blockchain Babel: The Crypto Craze and the Challenge to Business,Igor Pejic,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1552628747i/40576623.jpg,Internet Of Things,"224 pages, Paperback","Published March 26, 2019",3.87,54,"Independent Press Award 2020 - Technology Category
Blockchain is the technology behind bitcoin and other crypto-currencies. According to Santander, it could save financial institutions $15-20bn a year from 2022 onward. Most experts see an unprecedented potential, but many banks, payment processors and credit card companies fret that bitcoin entrepreneurs could cast a pall over their core business. Whatever the position of blockchain, many voices are shouting from different angles, creating a cacophony of confusion including tech-evangelists, anarcho-libertarians and industry experts. But while everybody in IT and banking seems to have an opinion on the blockchain, there is little systematic research, no strategic analysis. Blockchain Babel is the ultimate guide to the most disruptive technology to have entered the finance industry in recent years.
Blockchain Babel looks at blockchain alongside innovation diffusion, competitive dynamics and management strategy. Shortlisted as one of the three best business book proposals by McKinsey and the Financial Times for the Bracken Bower Prize in 2016, this is a must-read for business leaders and aspiring leaders wanting to grasp blockchain and put it into context and understand the practical implications it may have.",257
