event_id,domain,title,date,time,location,speaker,event_mode,description
848,Marketing Specialist,Advertising Coordinator Marketing Specialist Event,2023-04-28,15:00,Varanasi,Isabella Young,Meetup,Coordinate advertising campaigns and promotional activities to drive customer engagement as a Advertising Coordinator
851,Healthcare,Medical Laboratory Science Healthcare Event,2023-04-30,13:00,Cuddalore,Ethan Jones,Webinar,Design rehabilitation programs for patients with Medical Laboratory Science
862,Frontend Development,Three.js Frontend Development Event,2023-08-14,16:00,Bhubaneswar,Alexander Hernandez,Webinar,Build progressive web apps (PWAs) with Three.js
867,Machine Learning,Pandas Machine Learning Event,2025-02-22,13:00,Bhubaneswar,Carter Thompson,Workshop,Implement clustering algorithms with Pandas
878,Healthcare,Speech-Language Pathology Healthcare Event,2024-03-11,13:00,Delhi,Chloe White,Meetup,Assess and treat communication and swallowing disorders with Speech-Language Pathology
889,Software Engineer,Mobile App Developer Software Engineer Event,2024-02-02,10:00,Durgapur,Avery Brown,Conference,Optimize application performance and scalability as a Mobile App Developer
899,Culinary Science,Food Microbiology Culinary Science Event,2023-09-15,17:00,Vijayawada,James Garcia,Workshop,Experiment with sous vide cooking methods and temperature control in Food Microbiology
948,Machine Learning,IBM Watson Machine Learning Event,2024-04-29,12:00,Firozabad,Joseph Young,Workshop,Apply IBM Watson for time series forecasting
959,Student,Postgraduate Student Student Event,2023-09-30,12:00,Coimbatore,Ethan Jones,Webinar,Explore diverse subjects and extracurricular activities as a Postgraduate Student
968,Student,Undergraduate Student Student Event,2024-03-22,12:00,Tiruppur,Jackson White,Conference,Prepare for standardized tests and exams as a Undergraduate Student
983,Healthcare,Healthcare Quality Management Healthcare Event,2025-02-19,14:00,Dindigul,Amelia Martin,Workshop,Dispense medications and provide pharmaceutical care as a Healthcare Quality Management
988,Student,Exchange Student Student Event,2023-12-16,10:00,Kolhapur,Abigail Brown,Webinar,Pursue academic excellence as a Exchange Student
990,Education,Education Outreach Coordinator Education Event,2023-04-21,11:00,Madurai,Mia Davis,Workshop,Integrate technology into teaching and learning processes as a Education Outreach Coordinator
1013,Computer Science,TypeScript Computer Science Event,2023-08-23,13:00,Thanjavur,Daniel Wilson,Conference,Understand data structures and algorithms with TypeScript
1023,Computer Science,Java Computer Science Event,2024-04-05,09:00,Ulhasnagar,David Martinez,Workshop,Understand data structures and algorithms with Java
1030,Marketing,Viral Marketing Marketing Event,2025-03-02,18:00,Solapur,Ella Brown,Workshop,Utilize mobile platforms for advertising and promotion with Viral Marketing
1046,Student,College Student Student Event,2023-08-15,11:00,Vasai-Virar,Abigail White,Conference,Seek mentorship and guidance from professors and advisors as a College Student
1057,MLOps,Metaflow MLOps Event,2023-12-27,18:00,Madurai,Abigail Anderson,Meetup,Optimize hyperparameter tuning with Metaflow
1068,MLOps,TorchServe MLOps Event,2023-05-31,14:00,Nanded,Alexander Brown,Meetup,Ensure data lineage and provenance with TorchServe
1070,Photography,Blackmagic Design Photography Event,2024-04-27,14:00,Firozabad,David Hernandez,Conference,Explore black and white photography with Blackmagic Design
1074,Blockchain,Solidity Blockchain Event,2024-10-27,14:00,Hubli-Dharwad,Carter Garcia,Workshop,Conduct tokenomics and ICOs (Initial Coin Offerings) on Solidity
1078,Machine Learning,XGBoost Machine Learning Event,2024-09-03,12:00,Ranchi,Sophia Lewis,Meetup,Perform hyperparameter tuning with XGBoost
1127,Student,Part-time Student Student Event,2023-07-01,14:00,Meerut,Daniel Wilson,Webinar,Explore diverse subjects and extracurricular activities as a Part-time Student
1128,Computer Science,Swift Computer Science Event,2023-07-08,13:00,Bhubaneswar,Chloe Thomas,Conference,Secure applications and networks with Swift
1135,MLOps,MLCI MLOps Event,2025-02-02,18:00,Bareilly,Olivia Brown,Conference,Monitor and manage machine learning infrastructure with MLCI
1186,Cloud Computing,Box Cloud Computing Event,2024-11-09,16:00,Bhubaneswar,Michael Anderson,Workshop,Utilize serverless computing services in Box
1197,Culinary Science,Food Preservation Culinary Science Event,2024-08-27,12:00,Bareilly,David Rodriguez,Meetup,Master the techniques of pastry making and decoration in Food Preservation
1211,Data Science,Spark Data Science Event,2023-06-15,16:00,Howrah,Liam Young,Meetup,Employ Spark for geospatial analysis
1215,Machine Learning,Scikit-learn Machine Learning Event,2023-07-25,16:00,Ramanathapuram,Aiden Brown,Workshop,Apply Scikit-learn for time series forecasting
1224,Machine Learning,H2O.ai Machine Learning Event,2024-06-02,16:00,Tiruchirappalli,Joshua Thompson,Meetup,Apply H2O.ai for time series forecasting
1244,Data Analysis,Financial Analyst Data Analysis Event,2023-11-12,09:00,Akola,Elizabeth Thompson,Webinar,Utilize statistical methods and tools for quantitative analysis as a Financial Analyst
1308,Artificial Intelligence,Speech Recognition Engineer Artificial Intelligence Event,2024-10-02,15:00,Jamnagar,Emma Thompson,Webinar,Develop computer vision algorithms using Speech Recognition Engineer
1374,Data Science,SQL Data Science Event,2024-10-28,10:00,Kancheepuram,Olivia Lewis,Conference,Utilize SQL for data cleaning and preprocessing
1381,Culinary Science,Food History Culinary Science Event,2024-02-12,15:00,Asansol,Carter Johnson,Workshop,Experiment with different baking techniques and ingredients in Food History
1399,Cloud Computing,Salesforce Cloud Cloud Computing Event,2024-07-02,14:00,Kota,Charlotte Lewis,Meetup,Manage containerized applications with Salesforce Cloud Kubernetes Engine
1421,Marketing,Direct Marketing Marketing Event,2024-08-31,12:00,Hubli-Dharwad,Matthew Taylor,Webinar,Automate marketing processes with Direct Marketing tools
1447,Finance,Financial Modeling Finance Event,2024-01-28,15:00,Kochi,Liam Hernandez,Workshop,Structure mergers and acquisitions deals in Financial Modeling
1448,Computer Science,Go Computer Science Event,2023-11-18,17:00,Mumbai,Emily Garcia,Workshop,Learn advanced concepts and techniques in Go
1452,Photography,Arri Photography Event,2024-03-09,12:00,Tiruchirappalli,Michael Anderson,Conference,Build a portfolio showcasing Arri photography skills
1498,Engineering,Petroleum Engineering Engineering Event,2024-07-18,15:00,Thoothukudi,Ella Lewis,Webinar,Design and analyze mechanical systems and components as a Petroleum Engineering
1514,Engineering,Structural Engineering Engineering Event,2024-06-14,14:00,Asansol,Liam Young,Webinar,Perform structural analysis and design in Structural Engineering
1615,Data Analysis,Risk Analyst Data Analysis Event,2024-12-11,13:00,Jhansi,Avery Wilson,Conference,Evaluate healthcare data to identify trends and improve patient outcomes as a Risk Analyst
1672,Frontend Development,Flutter Frontend Development Event,2023-07-20,12:00,Gorakhpur,Amelia Taylor,Conference,Build progressive web apps (PWAs) with Flutter
1801,Blockchain,Tezos Blockchain Event,2023-10-10,18:00,Rourkela,David Lee,Meetup,Conduct blockchain consensus mechanism research with Tezos
1863,Engineering,Mechanical Engineering Engineering Event,2024-10-17,10:00,Hyderabad,Isabella Anderson,Webinar,Develop new materials for various applications as a Mechanical Engineering
1882,Data Science,Julia Data Science Event,2023-06-30,17:00,Thane,James Thompson,Meetup,Implement data mining algorithms with Julia
2102,Machine Learning,Azure ML Machine Learning Event,2023-12-29,09:00,Jodhpur,Grace Thomas,Conference,Apply Azure ML for time series forecasting
2913,Software Engineer,Release Engineer Software Engineer Event,2024-06-07,18:00,Bangalore,Matthew Brown,Webinar,Develop firmware and software for embedded systems as a Release Engineer
3420,Engineering,Civil Engineering Engineering Event,2024-08-11,17:00,Villupuram,Samuel White,Conference,Design medical devices and technologies as a Civil Engineering
-2147483648,Data Science,Product Owners in Data Science,2022-10-21,20:47,Bhavnagar,Anna Hannemann,PODCAST,Not getting stuck at the POC Stage
